baseMean,log2FoldChange,lfcSE,padj,id,phase,gene_name
1011.75,1.90466045661122,0.0933840704635163,6.53387520528504e-90,NM_019075,G2MvsS,UGT1A10
217.25,1.89449214072563,0.201251083246638,1.30282793079695e-19,NM_003483,G2MvsS,HMGA2
867.25,1.8882289934545,0.158227488508272,4.24407403511698e-31,NM_001002036,G2MvsS,ASTL
815.25,1.88240845840077,0.127704563210841,3.8512876427964804e-47,NM_000599,G2MvsS,IGFBP5
713.25,1.87255639966834,0.116969111494804,1.49732273941869e-55,NM_000104,G2MvsS,CYP1B1
1030.0,1.86283689323603,0.0911854781972477,3.4767675179737e-90,NM_019076,G2MvsS,UGT1A8
109.25,1.84640753176828,0.232733211314761,3.88525265053671e-14,NM_015177,G2MvsS,DTX4
324.25,1.84130032669095,0.168730588107843,4.04129444732976e-26,NM_014903,G2MvsS,NAV3
120.0,1.83840904559058,0.215851973407228,3.45366089541877e-16,NM_001011552,G2MvsS,SLC9A4
2273.0,1.83761394599394,0.10299976971581,6.901260097820259e-69,NM_004440,G2MvsS,EPHA7
85.0,1.82401960648687,0.274046374998182,3.47928235991601e-10,NM_016644,G2MvsS,PRR16
1669.25,1.8081207844447,0.0782843146848198,3.03409069943148e-115,NM_006095,G2MvsS,ATP8A1
71.25,1.79608572660302,0.316984490876158,1.32625102221503e-07,NR_040029,G2MvsS,LOC284395
79.25,1.7845209059304,0.249226160111749,1.16063883810353e-11,NM_001267617,G2MvsS,ARPP21
2713.0,1.77544673692849,0.108316329134968,3.26595793277909e-58,NM_001173523,G2MvsS,PCDH7
33.75,1.76293598134344,0.330662783147429,7.82651456561665e-07,NM_001466,G2MvsS,FZD2
67.5,1.7462556331958,0.310877960061445,1.7330561445879e-07,NM_001130012,G2MvsS,SLC9A3R2
2057.5,1.73504401218518,0.0834571828818449,2.23924631426804e-93,NR_027791,G2MvsS,LINC00478
135.0,1.71016222324885,0.218106833442428,7.89640641615572e-14,NM_020927,G2MvsS,VAT1L
184.75,1.70395146997394,0.186213967948627,1.41351404155487e-18,NM_001999,G2MvsS,FBN2
125.5,1.70082090067756,0.222604835067631,3.60653088784748e-13,NM_001248,G2MvsS,ENTPD3
45.5,1.70021349759251,0.296063748939737,8.69543985891129e-08,NM_002124,G2MvsS,HLA-DRB1
155.75,1.69933524528801,0.201105194244974,6.0243628706749e-16,NM_001080378,G2MvsS,PACRG
92.5,1.69477400471641,0.236762456587302,1.1777178418311e-11,NM_173538,G2MvsS,CNBD1
16.5,1.68324143477045,0.353057962814703,1.23085642432303e-05,NM_000866,G2MvsS,HTR1F
142.25,1.6830469998639,0.22475627749352,1.0972574179946e-12,NR_037839,G2MvsS,CES5AP1
1046.0,1.679541403559,0.102701394226602,5.90030621221833e-58,NM_001142807,G2MvsS,ACOXL
220.0,1.66773073906252,0.173828336329603,2.43725801797321e-20,NM_001343,G2MvsS,DAB2
230.5,1.6629415659567,0.173985478110717,3.4160999069498004e-20,NM_001168409,G2MvsS,RIMS1
41.5,1.65787541064589,0.31887016773901,1.53429045950164e-06,NM_005097,G2MvsS,LGI1
184.25,1.65728902132481,0.209807389313297,5.05068322754526e-14,NM_021614,G2MvsS,KCNN2
264.75,1.65481851586207,0.15785364074839,3.70445416987471e-24,NM_144499,G2MvsS,GNAT1
54.75,1.64333620812048,0.291097706715799,1.48556671821413e-07,NM_003638,G2MvsS,ITGA8
37.5,1.63385977506933,0.317959860634229,2.07710352726431e-06,NM_001039771,G2MvsS,CBLN3
2900.25,1.63039399508482,0.0641917811204164,2.05927358082519e-139,NM_138720,G2MvsS,HIST1H2BD
162.0,1.61976470765344,0.208386939633907,1.32527933632648e-13,NM_207336,G2MvsS,ZNF467
1113.5,1.61581738731565,0.10600606726116,2.1445179489130097e-50,NM_032827,G2MvsS,ATOH8
142.0,1.61540364075292,0.267900709376269,1.6769134607694e-08,NM_022160,G2MvsS,DMRTA1
275.75,1.61186984992012,0.18448731489317,5.3770484663726803e-17,NM_003061,G2MvsS,SLIT1
33.5,1.60367206362887,0.323996062108583,5.24027837826219e-06,NR_023925,G2MvsS,LINC00470
440.25,1.5987172446081,0.229662384627302,4.5530452520788396e-11,NM_005618,G2MvsS,DLL1
2100.25,1.59634464374345,0.106119219274393,4.31367568075132e-49,NM_001242412,G2MvsS,AHRR
69.0,1.58829205517458,0.270053555032404,3.96529713952587e-08,NM_001145460,G2MvsS,HOPX
722.75,1.58715738228151,0.139225592846427,1.90530104184388e-28,NM_152754,G2MvsS,SEMA3D
2810.25,1.57817218828996,0.0810554342037272,5.86303780711203e-82,NM_133266,G2MvsS,SHANK2
183.0,1.57624146419286,0.237710196862428,4.10511197617619e-10,NR_024347,G2MvsS,LINC00304
285.0,1.5755182985797,0.165803489925794,5.73387410927502e-20,NM_000700,G2MvsS,ANXA1
4106.75,1.57221103383447,0.0761512252731849,4.2073074419301e-92,NM_001098512,G2MvsS,PRKG1
26.25,1.57049298742553,0.340512529978936,2.4940373720541e-05,NM_005841,G2MvsS,SPRY1
43.75,1.5691414822854,0.295910542652437,9.06527862799736e-07,NM_001258275,G2MvsS,SAMD3
380.25,1.56872512009661,0.150483827204883,6.75814417695704e-24,NM_017410,G2MvsS,HOXC13
434.75,1.56086139544082,0.126876506222017,5.28744334937749e-33,NM_001252010,G2MvsS,LUZP2
81.0,1.55733825161562,0.258490420453866,1.72749079379544e-08,NM_001004432,G2MvsS,LINGO4
1497.0,1.55628847042148,0.0832135431315756,1.13690179029942e-75,NM_006615,G2MvsS,CAPN9
600.5,1.54984179103968,0.12222931623073,4.92804133229507e-35,NM_001161334,G2MvsS,HIST2H2BF
6240.5,1.54967055943478,0.0554204469747571,5.3195450485541e-169,NM_001145306,G2MvsS,CDK6
61.0,1.53775360844697,0.271093313980219,1.28167465828642e-07,NM_001001666,G2MvsS,ANO7
43.0,1.53411511280624,0.298473990739428,2.06485562236754e-06,NM_001165979,G2MvsS,PLCE1
188.5,1.52374601180287,0.174601529203659,5.85097549772187e-17,NM_001128427,G2MvsS,FSTL5
2663.5,1.52075841893359,0.0951415098746075,2.2112432193737798e-55,NM_005941,G2MvsS,MMP16
53.25,1.51886596580717,0.288538006174102,1.10959118091514e-06,NR_026825,G2MvsS,RPSAP52
845.25,1.51814026997131,0.137842780941709,1.37747852272309e-26,NM_177925,G2MvsS,H2AFJ
34.75,1.51632287467726,0.314652860104565,9.69390286295203e-06,NM_138817,G2MvsS,SLC7A13
594.5,1.508584734765,0.119279286673949,7.34650513756819e-35,NM_017416,G2MvsS,IL1RAPL2
229.75,1.50322120513067,0.167600787394953,7.11234598939601e-18,NM_006198,G2MvsS,PCP4
273.75,1.50313098596521,0.16029812139557,1.8021990754234102e-19,NM_020062,G2MvsS,SLC2A4RG
1483.0,1.49955957334956,0.0940425113665731,4.0720131704182e-55,NM_006887,G2MvsS,ZFP36L2
15208.75,1.49685764060008,0.0748866154012845,2.24977656798595e-86,NM_004540,G2MvsS,NCAM2
1372.25,1.4828193948608,0.0852538384125703,1.62282082716089e-65,NM_031283,G2MvsS,TCF7L1
91.0,1.47881778304663,0.233160024751916,2.52869363393562e-09,NM_198281,G2MvsS,GPRIN3
702.5,1.47654378269978,0.104751681385102,3.6763860176083696e-43,NM_018444,G2MvsS,PDP1
457.25,1.47450603111453,0.138186938005714,5.3201010400759e-25,NM_001166104,G2MvsS,NR3C2
521.75,1.47107245993837,0.149409606760625,2.1788651560279e-21,NM_005856,G2MvsS,RAMP3
25.25,1.467064073285,0.340860906262732,9.48217275299342e-05,NM_000550,G2MvsS,TYRP1
39.0,1.46304471487784,0.302917189132579,9.21708717965594e-06,NM_080284,G2MvsS,ABCA6
1309.75,1.46150074697923,0.0854201615187402,2.10013935364979e-63,NM_014850,G2MvsS,SRGAP3
1475.5,1.45975777008194,0.0878610288212787,8.43093857357853e-60,NM_052918,G2MvsS,SORCS1
277.5,1.45727969530147,0.164762354496655,2.12446660720547e-17,NM_018327,G2MvsS,SPTLC3
161.75,1.4550295935462,0.198432356867209,3.41100368886351e-12,NM_002758,G2MvsS,MAP2K6
676.25,1.4550253133544,0.149064991870314,4.97392426884143e-21,NM_001031743,G2MvsS,C6orf165
23.0,1.45259190627266,0.339534848701306,0.0001051983518492,NM_020645,G2MvsS,NRIP3
358.75,1.45122880782538,0.141319626422822,3.2856407548321104e-23,NM_080738,G2MvsS,EDARADD
99.25,1.45069352404642,0.244327420475753,2.8703095586616e-08,NR_026782,G2MvsS,HEATR8
22.5,1.43650513836645,0.339003070995979,0.000124553991413,NR_037516,G2MvsS,MIR548AA1
2201.0,1.43166787663857,0.0771106171196841,1.34030935881962e-74,NM_014606,G2MvsS,HERC3
492.5,1.42844264281524,0.133038292928818,2.6398534164842804e-25,NM_001256811,G2MvsS,GRM4
3400.5,1.42201269514509,0.100336036718141,1.2485383198027299e-43,NM_003528,G2MvsS,HIST2H2BE
13433.0,1.42112916950682,0.0496303719375669,3.98708296228087e-177,NM_003657,G2MvsS,BCAS1
253.0,1.41927779986494,0.1611628755176,2.96003606325935e-17,NM_017551,G2MvsS,GRID1
368.25,1.41654731857481,0.141291598375888,3.74535487122272e-22,NM_001039349,G2MvsS,EFEMP1
288.0,1.41491409397145,0.156827006099707,4.4742683587864894e-18,NM_016174,G2MvsS,CERCAM
25.0,1.41377172894301,0.333749409880937,0.0001252088759151,NR_003927,G2MvsS,UOX
271.75,1.40879887418647,0.149792635936922,1.40640235634228e-19,NM_207435,G2MvsS,C12orf76
331.0,1.40780607132642,0.173038099417079,7.9325699384796e-15,NR_031646,G2MvsS,MIR548F5
145.5,1.4053048382867,0.213080956853655,5.16345113897906e-10,NM_001145109,G2MvsS,NELL2
154.75,1.40293801511138,0.203253272949908,6.793571298560119e-11,NR_033873,G2MvsS,FLJ30838
153.25,1.40264024420393,0.225996685514163,5.84286597761269e-09,NM_001017961,G2MvsS,FAM78B
21.0,1.39885794845923,0.35164558210723,0.0003450198340801,NR_027276,G2MvsS,LOC100128239
2346.5,1.38726044062986,0.0950220359907263,2.9739007014502903e-46,NM_022123,G2MvsS,NPAS3
3228.5,1.38288225623614,0.0721283032354138,1.7444220610565898e-79,NM_001080433,G2MvsS,CCDC85A
13.75,1.3819936356462,0.353051626594962,0.0004380032435214,NR_002769,G2MvsS,PCGEM1
39.5,1.37296633610215,0.308561287357758,5.1157027020497e-05,NR_024452,G2MvsS,LOC100134259
84.5,1.37111725674153,0.244476229658061,1.81824612385662e-07,NM_207511,G2MvsS,C9orf139
79.25,1.36608999141055,0.244615519200873,2.06756973041759e-07,NM_003250,G2MvsS,THRA
146.75,1.36246623924895,0.21964828619157,5.9669432048986e-09,NM_000727,G2MvsS,CACNG1
73.75,1.36205143769459,0.260455184147828,1.31835542426429e-06,NM_012284,G2MvsS,KCNH3
98.75,1.36048841722334,0.235026362359311,6.73716443375925e-08,NM_001190467,G2MvsS,FLJ22184
1019.75,1.35889364739413,0.148213175550278,1.20389474785756e-18,NM_004186,G2MvsS,SEMA3F
47.25,1.35854216004739,0.309688996912328,6.70102621781231e-05,NM_138702,G2MvsS,MAGEC3
51.25,1.35301762685658,0.29329405915716,2.48608091066055e-05,NM_001144883,G2MvsS,PRICKLE1
73.0,1.34823819302477,0.275561886387151,6.85586668482678e-06,NM_183230,G2MvsS,IKZF3
60.25,1.3478535047693,0.302855096766003,5.09819848965837e-05,NR_038382,G2MvsS,LOC643529
761.0,1.3437039840941,0.109107947552968,4.52665771680399e-33,NM_007220,G2MvsS,CA5B
65.0,1.34302504363763,0.26245376014644,2.3072241161509e-06,NM_018110,G2MvsS,DOK4
101.25,1.3417645424202,0.240528974227302,2.13966842608352e-07,NM_052909,G2MvsS,PLEKHG4B
873.25,1.34096291720942,0.112700640302744,6.38676573540025e-31,NM_199051,G2MvsS,FAM5C
95.5,1.3365072032292,0.235849854038038,1.32230919427526e-07,NM_014491,G2MvsS,FOXP2
177.75,1.335904758596,0.178270342815556,1.0552689262893799e-12,NM_032279,G2MvsS,ATP13A4
108.0,1.33028627775227,0.245094661806368,4.74776686841546e-07,NM_005865,G2MvsS,PRSS16
22.0,1.32696786396636,0.348949799558538,0.0006573569750896,NM_000682,G2MvsS,ADRA2B
135.25,1.32535321027126,0.205499817376115,1.2991003689382601e-09,NM_006709,G2MvsS,EHMT2
53.75,1.32487533119497,0.278408703285745,1.28187816454744e-05,NM_001242702,G2MvsS,MKX
344.75,1.32448883675712,0.232334391114473,1.09819236852405e-07,NM_003728,G2MvsS,UNC5C
16.0,1.32274798211749,0.351926074772459,0.0007730363551585,NM_015567,G2MvsS,SLITRK5
737.0,1.31421068164032,0.143263746220267,1.15450327884516e-18,NM_138980,G2MvsS,MAPK10
532.75,1.31122051674482,0.140960993026713,3.5961514493691804e-19,NM_018398,G2MvsS,CACNA2D3
672.75,1.31063070645198,0.123199899284403,7.40727098485757e-25,NM_152772,G2MvsS,TCP11L2
410.25,1.30553844621002,0.148329481029441,3.08690018448932e-17,NR_033343,G2MvsS,PSCA
285.5,1.30427079762562,0.147871607922815,2.63202603739056e-17,NM_001001523,G2MvsS,RORC
159.5,1.30229313731069,0.190679826715619,1.1071712179503001e-10,NR_027251,G2MvsS,LOC100129726
3595.25,1.30131229372421,0.0690485295169945,7.79252545270807e-77,NM_000231,G2MvsS,SGCG
19.5,1.29854104544472,0.343982444203288,0.0007294602999537,NM_178570,G2MvsS,RTN4RL2
1087.75,1.29743960886994,0.112090695789038,2.65892038193061e-29,NM_001243288,G2MvsS,PVRL3
74.25,1.29252207889714,0.248435595287525,1.5069869201649e-06,NM_152321,G2MvsS,ERP27
35.5,1.29050709540112,0.320519794133904,0.0002863690509436,NM_199001,G2MvsS,C9orf169
177.5,1.28798204718019,0.233569211270533,3.01677077229788e-07,NM_001312,G2MvsS,CRIP2
109.75,1.28755188584893,0.278318474904515,2.34947211156275e-05,NM_015993,G2MvsS,PLLP
154.0,1.28570212348073,0.217095886979318,3.12754171228613e-08,NM_025081,G2MvsS,NYNRIN
49.25,1.27882094756334,0.317896519607008,0.0002905186333785,NM_144990,G2MvsS,SLFNL1
2713.25,1.27067760407307,0.0830811803993591,9.92175178254381e-51,NM_022140,G2MvsS,EPB41L4A
64.75,1.26834739034426,0.260571479889761,7.73361862463331e-06,NM_001001994,G2MvsS,GPM6B
18.0,1.26721070239177,0.349559927728573,0.0012272674812161,NM_001001410,G2MvsS,TSR3
1342.5,1.26337049546493,0.11070789149571,1.66750309343581e-28,NM_032230,G2MvsS,C12orf26
71.5,1.26218830601158,0.253675605955962,4.63873000176399e-06,NM_001171163,G2MvsS,ZMYM3
168.0,1.26151937055306,0.193788314171677,8.86945619813625e-10,NM_001202,G2MvsS,BMP4
642.5,1.26101196150606,0.108929062214007,2.6194982053185e-29,NM_001168398,G2MvsS,SLC35A1
11.0,1.25712410465386,0.350410487261559,0.0014015205913626,NM_001145029,G2MvsS,ANKRD30B
8907.75,1.25468779254483,0.0672893770222937,3.1609414842244e-75,NM_015678,G2MvsS,NBEA
213.25,1.25163779492485,0.16392610219401,3.73824304776175e-13,NM_053016,G2MvsS,PALM2
90.25,1.25082903492567,0.25642988992801,7.3629133316781e-06,NM_177531,G2MvsS,PKHD1L1
57.5,1.24998162554111,0.282320807547551,5.62100468070048e-05,NM_014421,G2MvsS,DKK2
104.75,1.24942727682874,0.219332810865141,1.12490649165522e-07,NM_001267611,G2MvsS,GPR161
88.5,1.24931892215583,0.231780033377382,5.78786662701331e-07,NM_001040214,G2MvsS,NKAIN2
503.25,1.24795129838653,0.121722726389687,3.87347363235721e-23,NM_133455,G2MvsS,EMID1
587.0,1.2461443271521,0.129926300821957,2.5037018847363502e-20,NM_001040626,G2MvsS,NCALD
656.75,1.2456100256848,0.14670462607913,4.29001642437246e-16,NM_001034845,G2MvsS,GALNTL6
479.0,1.24291801322793,0.122946325841227,1.62843961761878e-22,NM_145175,G2MvsS,FAM84A
182.0,1.24129528756752,0.177193973619434,3.37123971680792e-11,NM_134266,G2MvsS,SLC26A7
1245.75,1.23986096474607,0.09359561966757,3.61080634374358e-38,NM_001171654,G2MvsS,KLHL5
13.75,1.23833955024023,0.3528111551947,0.001821357283006,NM_003451,G2MvsS,ZNF177
98.75,1.2363426486597,0.231177672087097,7.20059017056824e-07,NR_002934,G2MvsS,LOC619207
48.5,1.23629355725319,0.310304791707405,0.0003368151000929,NM_058172,G2MvsS,ANTXR2
85.75,1.23204151503262,0.266423272015186,2.36908365846559e-05,NM_144691,G2MvsS,CAPN12
77.5,1.22826011021553,0.253578738943583,8.64843042903315e-06,NM_015585,G2MvsS,C20orf26
386.0,1.22825926152073,0.12932478386622,5.98584593102125e-20,NM_147150,G2MvsS,PALM2-AKAP2
13.0,1.22692542831462,0.346782053877065,0.0016591612305798,NM_206966,G2MvsS,C5orf46
291.0,1.22416461086462,0.166390692289773,2.85542889948594e-12,NR_002806,G2MvsS,FAM13A-AS1
179.75,1.22330276765788,0.195822281556796,4.573500117543111e-09,NM_182616,G2MvsS,C15orf38
54.0,1.22121616994416,0.27738795546626,6.26151880635883e-05,NM_013397,G2MvsS,PRICKLE4
124.75,1.22006420324421,0.31042285818012,0.000413546745391,NM_001080436,G2MvsS,WTIP
149.5,1.21846044358634,0.196730656381114,6.3211332325380505e-09,NM_000740,G2MvsS,CHRM3
83.75,1.21611065143125,0.256657246386157,1.4049995264262e-05,NM_014217,G2MvsS,KCNK2
197.5,1.21591498774695,0.18232446344108,3.2026296920270603e-10,NM_018295,G2MvsS,TMEM140
189.0,1.21585133514816,0.184122987206399,4.89343603504169e-10,NM_001606,G2MvsS,ABCA2
381.5,1.21460170077086,0.140190289527079,9.99682468379046e-17,NM_203487,G2MvsS,PCDH9
1063.25,1.21361726618734,0.115802956671375,3.8243487696961804e-24,NM_002449,G2MvsS,MSX2
31.75,1.21313814972185,0.31568428397151,0.0005688046217829,NM_024319,G2MvsS,C1orf35
14.5,1.21177724868698,0.352583101156046,0.0023216423542705,NM_000338,G2MvsS,SLC12A1
291.25,1.21078494176156,0.195044974040499,5.80024598093701e-09,NM_001137601,G2MvsS,ZBTB42
722.5,1.20780550604577,0.102279091702343,1.82302048639978e-30,NM_031477,G2MvsS,YPEL3
11.0,1.20680896360708,0.348793831371763,0.0021511940337104,NM_001190986,G2MvsS,CRISP3
1638.5,1.20670707376119,0.0746394324878748,1.19461914013977e-56,NM_003159,G2MvsS,CDKL5
89.75,1.20622541741599,0.239673176379096,3.49914782078988e-06,NR_038965,G2MvsS,LOC100506497
444.75,1.20555801555623,0.133669805031351,4.60016594315301e-18,NM_003568,G2MvsS,ANXA9
317.0,1.20439506308427,0.141517055948584,3.64456080913488e-16,NM_033212,G2MvsS,CCDC102A
14.0,1.20367968036447,0.353069183995889,0.0025437759158159,NM_001145011,G2MvsS,C16orf96
40.5,1.20073812351773,0.30514339503976,0.0004065945374171,NM_145236,G2MvsS,B3GNT7
684.0,1.19869250755036,0.101184379939427,1.1751115248795399e-30,NM_004734,G2MvsS,DCLK1
13.25,1.19731582985332,0.352777223558302,0.0026716433362707,NM_003970,G2MvsS,MYOM2
708.5,1.19348228482652,0.182748439531532,7.76480504098966e-10,NM_003530,G2MvsS,HIST1H3D
198.75,1.19089175407768,0.20558994322214,6.59060275011535e-08,NR_015362,G2MvsS,TSG1
1569.5,1.18929335982361,0.0835878700362039,5.75069316608048e-44,NM_001982,G2MvsS,ERBB3
65.5,1.18659899907521,0.263255325530895,3.97334630997311e-05,NM_005892,G2MvsS,FMNL1
34.5,1.18644081696354,0.325323670347345,0.0011381360613623,NR_026887,G2MvsS,LOC80054
615.25,1.18509134530998,0.113842434761312,7.86299867124001e-24,NM_020436,G2MvsS,SALL4
69.5,1.184952645805,0.267147792757231,5.42716999541966e-05,NM_003278,G2MvsS,CLEC3B
43.75,1.18479531724291,0.317686947334911,0.0008566971214587,NM_020066,G2MvsS,FMN2
452.25,1.18268975284237,0.128912072907945,1.14721446601848e-18,NM_002166,G2MvsS,ID2
2296.0,1.18238993018855,0.069938490852624,6.5522865504527195e-62,NM_172110,G2MvsS,EYA2
15.5,1.18237366941921,0.350660979762178,0.0028665030747908,NR_033368,G2MvsS,GRIK1-AS2
27.75,1.18111031353264,0.323668957134345,0.0011297653373305,NM_003837,G2MvsS,FBP2
128.5,1.18099675010602,0.207341742237082,1.12818670867955e-07,NM_152697,G2MvsS,SLC44A5
1353.0,1.18038387584861,0.134909255152885,4.83666245469073e-17,NM_001079653,G2MvsS,SDK1
1625.5,1.18006277677546,0.0774157658554136,2.14404947244917e-50,NM_153607,G2MvsS,CREBRF
10680.5,1.17934133135153,0.0645098724400347,2.45084309428289e-72,NM_001145065,G2MvsS,FAM190A
3221.0,1.17772136972709,0.0686164511860755,8.34633871775863e-64,NM_033502,G2MvsS,TRERF1
157.25,1.17743595773612,0.195271782730194,1.67718473831239e-08,NM_005567,G2MvsS,LGALS3BP
110.75,1.17102492685787,0.237295692422559,5.61836218731339e-06,NM_001198999,G2MvsS,SEMA6D
695.75,1.16979185641372,0.110554482154355,1.34269429376353e-24,NM_001037763,G2MvsS,COL28A1
1403.25,1.16962105912381,0.123227507021762,6.32465405610341e-20,NM_020311,G2MvsS,CXCR7
3208.75,1.16723713657945,0.0902783356732013,2.14588709932115e-36,NM_001260508,G2MvsS,KCNJ3
2615.25,1.16585634709716,0.0967204098219141,1.0392374195201502e-31,NM_001145156,G2MvsS,NR2F2
115.75,1.16571602299576,0.221039928513274,1.05468542412632e-06,NM_152386,G2MvsS,SGPP2
204.75,1.16466318507222,0.165081327815708,2.4113912983552698e-11,NM_001253908,G2MvsS,AKR1C3
349.75,1.16214496263189,0.180748019426781,1.46971255562358e-09,NM_020864,G2MvsS,NYAP2
38.5,1.16072505980614,0.306149402321449,0.0006866304791534,NR_034104,G2MvsS,LOC79015
3434.0,1.16046484430223,0.0890433754167494,5.72366105663272e-37,NM_006581,G2MvsS,FUT9
140.5,1.15911837991109,0.196358034896172,3.49461068865742e-08,NM_145806,G2MvsS,ZNF511
499.5,1.15897949966191,0.117351654118552,1.6409569508981701e-21,NM_013324,G2MvsS,CISH
54.25,1.15891022548648,0.282765871506493,0.0002163219572723,NR_027105,G2MvsS,LOC285419
1287.0,1.15815635287912,0.0843738193771066,6.1324656177601e-41,NM_033425,G2MvsS,DIXDC1
851.25,1.15802333576618,0.098026035002493,1.73354095963107e-30,NM_003621,G2MvsS,PPFIBP2
109.5,1.15776291166678,0.233396739287627,4.97636637334763e-06,NM_000865,G2MvsS,HTR1E
8.25,1.15738188752268,0.341732587143485,0.0027370441444691,NR_027786,G2MvsS,SERHL
62.25,1.15706665314873,0.25992827323024,5.08175243222627e-05,NR_003950,G2MvsS,ZDHHC8P1
996.5,1.15685177635825,0.096284097194647,1.6190251259155301e-31,NM_020879,G2MvsS,CCDC146
2721.25,1.15529800792634,0.078825212601815,1.30228425942269e-46,NM_032169,G2MvsS,ACAD11
314.75,1.15391412520245,0.171545274397489,2.19383317168689e-10,NM_080881,G2MvsS,DBN1
105.5,1.15175036077421,0.240567487034907,1.12118448073207e-05,NM_003955,G2MvsS,SOCS3
58.0,1.15170082648424,0.293688147127304,0.0004268817592624,NM_001135098,G2MvsS,UPP2
